datetime,open,high,low,close
2026-04-21 22:15:00,4792.76928,4792.76928,4779.90308,4781.06552
2026-04-21 22:30:00,4781.77376,4788.72633,4773.50403,4778.98606
2026-04-21 22:45:00,4779.03645,4782.24235,4776.07372,4777.48779
2026-04-21 23:00:00,4776.82291,4783.3441,4768.02545,4768.80967
2026-04-21 23:15:00,4768.90884,4774.51723,4764.62592,4774.51723
2026-04-21 23:30:00,4774.22191,4789.34441,4772.42959,4788.50963
2026-04-21 23:45:00,4788.4254,4795.32988,4777.19535,4779.37811
2026-04-22 00:00:00,4779.06677,4782.15382,4775.38737,4779.3567
2026-04-22 00:15:00,4779.33739,4779.4048,4771.47933,4773.67521
2026-04-22 00:30:00,4773.57142,4773.71535,4750.91773,4752.1853
2026-04-22 00:45:00,4752.96902,4752.96902,4726.19848,4738.35387
2026-04-22 01:00:00,4738.48482,4751.51198,4727.99347,4749.3602
2026-04-22 01:15:00,4749.43718,4756.16878,4742.20308,4743.26621
2026-04-22 01:30:00,4743.25443,4747.69383,4736.20671,4746.85548
2026-04-22 01:45:00,4746.8418,4751.74241,4739.89023,4741.06319
2026-04-22 02:00:00,4740.80632,4744.11102,4727.89674,4728.61879
2026-04-22 02:15:00,4728.24132,4735.25844,4723.32874,4723.32874
2026-04-22 02:30:00,4723.53464,4728.67232,4720.07369,4722.86435
2026-04-22 02:45:00,4723.02315,4723.02315,4708.03653,4710.98361
2026-04-22 03:00:00,4710.76088,4717.77907,4702.1907,4705.17454
2026-04-22 03:15:00,4705.11263,4707.31038,4699.27335,4700.66908
2026-04-22 03:30:00,4700.66349,4718.11071,4698.55473,4718.11071
2026-04-22 03:45:00,4717.96951,4718.1204,4706.63662,4710.35748
2026-04-22 04:00:00,4710.00413,4714.73361,4704.42924,4704.8837
2026-04-22 04:15:00,4704.86568,4704.93594,4693.58941,4694.4838
2026-04-22 04:30:00,4693.89023,4702.59229,4693.89023,4701.35996
2026-04-22 04:45:00,4701.24696,4717.25204,4699.27479,4708.4476
2026-04-22 05:00:00,4708.74534,4712.81351,4707.32924,4709.41025
2026-04-22 05:15:00,4709.17345,4713.99295,4705.78638,4713.0982
2026-04-22 05:30:00,4713.21059,4714.96352,4668.77241,4672.078
2026-04-22 05:45:00,4672.46657,4683.97924,4672.05846,4678.12281
2026-04-22 06:00:00,4678.18773,4698.38972,4668.28518,4695.93381
2026-04-22 06:15:00,4696.10894,4710.51076,4695.94033,4706.31196
2026-04-22 06:30:00,4706.26086,4713.10941,4706.08978,4711.30326
2026-04-22 06:45:00,4711.3168,4719.60851,4710.50833,4719.56596
2026-04-22 07:00:00,4719.54891,4719.62411,4712.05724,4712.79873
2026-04-22 07:15:00,4712.68066,4713.11262,4712.68066,4712.94438
2026-04-22 07:30:00,4712.88942,4713.13727,4712.75438,4712.91779
2026-04-22 07:45:00,4712.93856,4713.18178,4712.75743,4712.92449
2026-04-22 08:00:00,4714.57739,4732.21791,4712.90215,4722.75123
2026-04-22 08:15:00,4722.61271,4722.77321,4716.42603,4717.77502
2026-04-22 08:30:00,4717.61478,4719.35349,4716.78306,4717.65309
2026-04-22 08:45:00,4717.59324,4720.28339,4716.00515,4719.16802
2026-04-22 09:00:00,4719.17826,4728.24949,4719.17826,4728.24949
2026-04-22 09:15:00,4728.16323,4733.05557,4727.20292,4730.83665
2026-04-22 09:30:00,4730.70087,4733.01681,4728.98759,4730.84929
2026-04-22 09:45:00,4730.39219,4741.38898,4730.39219,4738.52606
2026-04-22 10:00:00,4738.35578,4747.56757,4738.35578,4744.2358
2026-04-22 10:15:00,4743.97213,4744.96707,4740.78739,4742.19949
