datetime,open,high,low,close
2026-01-01 03:00:00,4336.79504,4339.0415,4309.62961,4311.26879
2026-01-01 07:00:00,4311.23326,4326.44321,4304.69385,4315.11299
2026-01-01 11:00:00,4315.09344,4315.28306,4315.02976,4315.06024
2026-01-01 15:00:00,4315.08957,4315.28307,4314.93394,4315.07818
2026-01-01 19:00:00,4315.09366,4315.28307,4315.03148,4315.1375
2026-01-01 23:00:00,4315.08957,4315.28308,4315.031,4315.18436
2026-01-02 03:00:00,4315.08957,4316.6264,4314.86277,4315.16528
2026-01-02 07:00:00,4315.0866,4351.67314,4312.99577,4349.52173
2026-01-02 11:00:00,4349.63592,4376.202,4341.36529,4374.80965
2026-01-02 15:00:00,4374.92737,4383.51979,4371.0976,4383.11653
2026-01-02 19:00:00,4383.16958,4399.5895,4380.91719,4392.52596
2026-01-02 23:00:00,4392.44851,4402.87822,4330.45069,4336.03755
2026-01-03 03:00:00,4335.97865,4336.02904,4310.36817,4319.3054
2026-01-03 07:00:00,4319.10312,4334.91082,4315.21198,4330.56561
2026-01-03 11:00:00,4330.49282,4330.68125,4330.43218,4330.58943
2026-01-03 15:00:00,4330.49248,4330.68124,4330.42843,4330.54761
2026-01-03 19:00:00,4330.49313,4330.68335,4330.42909,4330.47902
2026-01-03 23:00:00,4330.48907,4330.68336,4330.43095,4330.47347
2026-01-04 23:00:00,4330.49282,4330.68149,4330.43409,4330.46289
2026-01-05 03:00:00,4330.49282,4331.70186,4330.26423,4330.51407
2026-01-05 07:00:00,4330.49629,4376.85736,4329.27104,4373.04071
2026-01-05 11:00:00,4372.89232,4418.42313,4370.78191,4402.37387
2026-01-05 15:00:00,4402.7892,4425.0637,4397.82225,4421.77092
2026-01-05 19:00:00,4421.92237,4440.10956,4411.10603,4420.27949
2026-01-05 23:00:00,4420.34027,4454.41557,4397.88081,4448.51488
2026-01-06 03:00:00,4448.44156,4454.10517,4435.00358,4440.26689
2026-01-06 07:00:00,4440.19627,4459.21378,4438.79193,4441.00984
2026-01-06 11:00:00,4440.61519,4468.0174,4429.30632,4467.40919
2026-01-06 15:00:00,4467.39888,4473.43839,4451.56993,4460.02082
2026-01-06 19:00:00,4459.96051,4476.96083,4443.91133,4463.11257
2026-01-06 23:00:00,4462.91089,4488.92991,4455.0664,4475.87364
2026-01-07 03:00:00,4475.48166,4493.57837,4473.85178,4481.54678
2026-01-07 07:00:00,4481.4641,4500.4487,4481.03011,4493.25249
2026-01-07 11:00:00,4493.19976,4494.03343,4461.12241,4474.4531
2026-01-07 15:00:00,4474.23291,4474.94649,4442.58473,4461.80042
2026-01-07 19:00:00,4461.76631,4474.22481,4447.31923,4447.31923
2026-01-07 23:00:00,4447.5989,4455.87456,4425.27169,4443.04678
2026-01-08 03:00:00,4443.22508,4468.78535,4443.01802,4457.24727
2026-01-08 07:00:00,4457.36735,4464.06195,4450.2087,4463.73056
2026-01-08 11:00:00,4463.65589,4466.13399,4431.25487,4440.59412
2026-01-08 15:00:00,4440.5195,4440.60255,4415.56752,4431.5144
2026-01-08 19:00:00,4431.45613,4434.97311,4419.80427,4423.31686
2026-01-08 23:00:00,4423.58894,4454.70421,4407.90536,4451.40461
2026-01-09 03:00:00,4451.062,4464.25821,4445.09004,4451.55911
2026-01-09 07:00:00,4451.60002,4483.72578,4451.56766,4475.42944
2026-01-09 11:00:00,4475.4063,4476.49597,4454.05918,4465.00507
2026-01-09 15:00:00,4464.98334,4476.094,4458.99758,4470.3062
2026-01-09 19:00:00,4470.23819,4477.4769,4464.66724,4475.92804
2026-01-09 23:00:00,4475.80119,4515.83105,4462.97996,4511.49501
2026-01-10 03:00:00,4511.69845,4514.20875,4483.06142,4499.75264
2026-01-10 07:00:00,4499.90988,4511.053,4497.61855,4509.79
2026-01-10 11:00:00,4509.81268,4510.00705,4509.74743,4509.78257
2026-01-10 15:00:00,4509.80821,4510.00901,4509.74592,4509.84246
2026-01-10 19:00:00,4509.81064,4510.00787,4509.74537,4509.9025
2026-01-10 23:00:00,4509.81048,4510.01116,4509.73316,4509.90734
2026-01-11 03:00:00,4509.81471,4510.01116,4509.75351,4509.84807
2026-01-11 07:00:00,4509.81471,4510.01591,4509.75148,4509.78717
2026-01-11 11:00:00,4509.81268,4510.00913,4509.75148,4509.78917
2026-01-11 15:00:00,4509.81268,4510.00913,4509.75148,4509.84985
2026-01-11 19:00:00,4509.81268,4510.00914,4509.75149,4509.9071
2026-01-11 23:00:00,4509.81268,4510.00914,4509.75149,4509.90232
2026-01-12 03:00:00,4509.81268,4510.04601,4509.71232,4509.83173
2026-01-12 07:00:00,4509.80434,4543.82187,4509.22139,4539.60612
2026-01-12 11:00:00,4539.55623,4599.1113,4538.13307,4570.76147
2026-01-12 15:00:00,4570.69422,4589.33155,4563.03017,4588.62366
2026-01-12 19:00:00,4588.1588,4600.50466,4579.32168,4583.62234
2026-01-12 23:00:00,4583.41223,4627.03456,4578.45832,4621.94611
2026-01-13 03:00:00,4621.88023,4631.59455,4600.17114,4611.33102
2026-01-13 07:00:00,4611.36907,4611.4226,4579.51186,4597.86865
