,open,high,low,close,volume
0,1.0797784306389469,1.0800784306389468,1.0794784306389469,1.0797784306389469,861741
1,1.0793646760791007,1.0796646760791007,1.0790646760791007,1.0793646760791007,990955
2,1.0788944415554045,1.0791944415554044,1.0785944415554045,1.0788944415554045,974240
3,1.0786232682043346,1.0789232682043346,1.0783232682043347,1.0786232682043346,525796
4,1.079550855147867,1.079850855147867,1.079250855147867,1.079550855147867,852087
5,1.0796446673969606,1.0799446673969606,1.0793446673969607,1.0796446673969606,979393
6,1.0805474298239477,1.0808474298239477,1.0802474298239477,1.0805474298239477,117103
7,1.080632799869451,1.080932799869451,1.080332799869451,1.080632799869451,337362
8,1.0808851624207811,1.081185162420781,1.0805851624207812,1.0808851624207811,163584
9,1.081113990697554,1.081413990697554,1.080813990697554,1.081113990697554,876464
10,1.081663194462906,1.081963194462906,1.081363194462906,1.081663194462906,989280
11,1.0808504819355347,1.0811504819355346,1.0805504819355347,1.0808504819355347,804551
12,1.0814132903381013,1.0817132903381013,1.0811132903381013,1.0814132903381013,983324
13,1.0807295518113043,1.0810295518113042,1.0804295518113043,1.0807295518113043,512861
14,1.080535660080733,1.080835660080733,1.080235660080733,1.080535660080733,270269
15,1.0813809179836285,1.0816809179836284,1.0810809179836285,1.0813809179836285,333025
16,1.081440853436519,1.081740853436519,1.081140853436519,1.081440853436519,259704
17,1.0819974108201815,1.0822974108201815,1.0816974108201816,1.0819974108201815,644760
18,1.0822136006783392,1.0825136006783391,1.0819136006783392,1.0822136006783392,663922
19,1.0827216848001902,1.0830216848001901,1.0824216848001902,1.0827216848001902,352729
20,1.0828116960978362,1.0831116960978362,1.0825116960978363,1.0828116960978362,859487
21,1.0826278824218865,1.0829278824218864,1.0823278824218865,1.0826278824218865,186153
22,1.083044701243885,1.083344701243885,1.082744701243885,1.083044701243885,154191
23,1.0825508624148636,1.0828508624148636,1.0822508624148637,1.0825508624148636,637356
24,1.082131985578587,1.0824319855785869,1.081831985578587,1.082131985578587,347200
25,1.0826757160803162,1.0829757160803162,1.0823757160803162,1.0826757160803162,369066
26,1.0831186865111528,1.0834186865111528,1.0828186865111529,1.0831186865111528,989206
27,1.0836139144762087,1.0839139144762087,1.0833139144762087,1.0836139144762087,274975
28,1.0832397809446455,1.0835397809446454,1.0829397809446455,1.0832397809446455,649634
29,1.0832267160921765,1.0835267160921764,1.0829267160921765,1.0832267160921765,267018
30,1.083399728461915,1.083699728461915,1.083099728461915,1.083399728461915,911543
31,1.0832363156436806,1.0835363156436806,1.0829363156436806,1.0832363156436806,166370
32,1.0833411647557638,1.0836411647557638,1.0830411647557638,1.0833411647557638,831654
33,1.0845258653644574,1.0848258653644574,1.0842258653644574,1.0845258653644574,775456
34,1.0847962708088859,1.0850962708088858,1.0844962708088859,1.0847962708088859,939944
35,1.0849950449370693,1.0852950449370693,1.0846950449370694,1.0849950449370693,235324
36,1.0840876759026497,1.0843876759026496,1.0837876759026497,1.0840876759026497,888136
37,1.084475011026779,1.0847750110267789,1.084175011026779,1.084475011026779,631873
38,1.0846551734354244,1.0849551734354244,1.0843551734354244,1.0846551734354244,352104
39,1.0840889329978347,1.0843889329978347,1.0837889329978347,1.0840889329978347,546055
40,1.0843434340368214,1.0846434340368214,1.0840434340368215,1.0843434340368214,319569
41,1.0848774606640583,1.0851774606640583,1.0845774606640584,1.0848774606640583,306745
42,1.0847713341299063,1.0850713341299063,1.0844713341299064,1.0847713341299063,942644
43,1.0851490394028278,1.0854490394028278,1.0848490394028278,1.0851490394028278,190826
44,1.0846238365671819,1.0849238365671818,1.084323836567182,1.0846238365671819,101260
45,1.0840287904195969,1.0843287904195968,1.083728790419597,1.0840287904195969,819563
46,1.083861527452502,1.084161527452502,1.0835615274525021,1.083861527452502,515605
47,1.0837963974011093,1.0840963974011093,1.0834963974011094,1.0837963974011093,564831
48,1.0845477208505547,1.0848477208505547,1.0842477208505548,1.0845477208505547,826217
49,1.0843129613629787,1.0846129613629787,1.0840129613629788,1.0843129613629787,936486
