,open,high,low,close,volume
0,149.97298948973685,149.9777164222707,149.8934463264203,149.94474787238715,599935
1,149.7816964625558,149.85688070278263,149.761799012707,149.85688070278263,858038
2,149.92383789943025,150.1101373368963,149.81447064604194,150.1101373368963,888946
3,149.49781201394507,149.71366710158512,149.4697649459161,149.4790056031015,253721
4,149.35494649864376,149.41164152067765,149.29829293687789,149.29829293687789,682599
5,149.40857970597648,149.46501646481545,149.26154693547917,149.33096207073035,681604
6,149.5931744165141,149.71314775749767,149.4839113996403,149.62602662727653,189605
7,149.66364404101586,149.8287170413804,149.59272110005423,149.72667586670528,513048
8,149.3258354658445,149.3935176702032,149.2218264488199,149.30000147965225,586772
9,149.1613606595459,149.16450762603054,149.0360401697807,149.0360401697807,950123
10,149.34640605403695,149.4789322188681,149.34048302203385,149.35533651671255,807364
11,149.32424650216484,149.36343408567507,149.3176873762277,149.36343408567507,367014
12,149.48815238158696,149.52647443343128,149.40954467207015,149.52647443343128,187210
13,149.46894848080998,149.53880510187025,149.3490061795504,149.53880510187025,774567
14,149.51833867276414,149.63960788025815,149.39890706367305,149.39890706367305,147471
15,149.8281192458577,149.90528475908582,149.76117401733833,149.76117401733833,640776
16,150.00713100004407,150.05547881842134,149.99423184729852,150.0285013972361,982889
17,149.8759567041563,150.04800852619886,149.83045973938366,149.83045973938366,995272
18,149.7250163221177,149.8773666535873,149.63233546871012,149.78730691576754,494537
19,150.03453958443012,150.0845856661969,149.90930386222274,150.0292458333513,633466
20,150.03801012865466,150.10948724962338,150.01325686510071,150.03560726435674,255012
21,150.0532791781835,150.1038818042133,149.9915090852847,150.0828850921524,889032
22,149.92895048372162,149.93021715175746,149.81296647354893,149.8658925393426,959615
23,149.54174715674097,149.67036700218176,149.33058925413937,149.4902546922628,666337
24,149.48740184416303,149.49847168452953,149.35507971710481,149.46260904830683,153668
25,149.56315441570328,149.6749724089629,149.40492377829585,149.56137239658327,106597
26,149.66409294834241,149.7643920061755,149.6040972036686,149.74153595977054,535098
27,149.60323444413518,149.65345826350156,149.5059958401984,149.55179161104178,177023
28,149.73990771329804,149.811353305844,149.69257279616096,149.7672201817741,661461
29,149.3333242963551,149.45858411959134,149.22406678104107,149.25319389711368,886826
30,149.33281570854015,149.3977042891392,149.2420598237716,149.27888432146932,793177
31,149.596508641801,149.67632252040877,149.52210760302722,149.61335873638956,845191
32,149.5063832990666,149.6006102005126,149.49042681519276,149.54239967067025,159928
33,149.3653868020091,149.57702437297465,149.28537729433427,149.28537729433427,703624
34,149.61239024775864,149.73511881812038,149.53404437717853,149.53404437717853,181518
35,149.5586676261631,149.70498113855592,149.4199090697298,149.64699316838866,404315
36,149.52289151034424,149.54266102545157,149.4475454867612,149.48048457227165,504214
37,149.17303338941636,149.45333363653359,149.10730423686311,149.1737997660279,243606
38,149.24184927230525,149.31445285338452,149.10639027788943,149.10639027788943,836839
39,148.9622203672163,149.13992730431886,148.796488880941,148.796488880941,181067
40,149.01727717259354,149.07303903458512,148.99979993380043,148.99979993380043,985106
41,149.05518395185697,149.10244574841397,148.92914055056562,149.10244574841397,317823
42,148.98611088773976,149.08818541072802,148.97360302065113,149.04007805236253,664858
43,148.72260534854914,148.85410413027103,148.515266698155,148.85410413027103,661456
44,148.48207069287483,148.62361743447792,148.38848371543796,148.4261070023975,106171
45,148.52709156296513,148.5704829095383,148.4997412475592,148.5704829095383,475064
46,148.20759488207182,148.28742313167882,148.07311027078137,148.15493121960523,506955
47,148.3081331881788,148.33611115659917,148.220822308011,148.2459354779668,213259
48,148.33837936625005,148.42208830698837,148.26690180847893,148.26690180847893,403819
49,148.8134950778018,148.87502332948318,148.75553049400452,148.87502332948318,428590
50,148.93980184511784,149.0323868321625,148.88197682832742,148.98145405968066,296920
