,open,high,low,close,volume
0,38123.414925004734,38169.52096503777,38092.48116189106,38113.04151370451,425171
1,38309.964173098415,38353.696994576785,38294.39542055073,38294.39542055073,432023
2,38350.577837960765,38488.12266992514,38327.225882927174,38334.138687786595,777432
3,38332.64099725125,38399.93858798726,38267.83871449303,38307.39689334406,767336
4,38314.318780981164,38330.366992818235,38266.194239451936,38288.28675160155,387645
5,38264.346224255954,38277.22565271447,38224.32406469235,38224.32406469235,525205
6,37953.5785763421,37973.65488736697,37906.45557598357,37968.740077800714,380279
7,38061.59662359466,38105.2749544376,38028.70591687448,38105.2749544376,522544
8,38045.09120284954,38130.2517434404,37978.85602797276,38066.10089270546,770056
9,38157.48376282899,38179.80311569175,38109.97163927751,38154.614099427534,215046
10,38158.32246217032,38301.47421420413,38102.16298967349,38184.38856846219,825688
11,38042.88656350609,38100.631627399955,38027.525836726774,38064.20633071481,927513
12,38232.76034782385,38279.30307320655,38148.15548503691,38148.15548503691,471115
13,38181.9385034161,38201.11929427209,38163.1039094408,38181.240344308215,699590
14,38161.29649778685,38195.04302052039,38138.74875076548,38138.74875076548,667190
15,38137.97429307422,38162.01249520462,38098.85449599583,38162.01249520462,260041
16,37992.846916779075,38092.858244848554,37983.17492125219,37991.65551112957,532913
17,38101.150447992295,38101.586034922206,38033.54210116108,38079.33443285437,749450
18,38192.3007410928,38309.75903308336,38146.9441397729,38171.56011282306,875593
19,38200.07926237151,38205.01390215953,38184.01875030261,38184.01875030261,273043
20,38151.85192881855,38194.61117333493,38073.31678801033,38176.693060563885,680357
21,38185.156044231466,38210.87497378111,38165.3255495577,38199.99645368295,666183
22,38081.563139226906,38102.45579759298,38050.19380820167,38059.30840029463,138623
23,37945.9222584641,37981.46861853332,37896.950595872615,37953.41004115787,876808
24,37823.72706019527,37840.08789350693,37751.84407042173,37836.57364929097,761400
25,37569.84464874183,37634.96132275525,37540.68608324342,37540.68608324342,268538
26,37692.122052623956,37766.435670337305,37688.7081923887,37749.76408638357,721529
27,37737.75538475759,37755.29539922941,37682.69446707693,37739.89189417808,309171
28,37747.644471223044,37775.7083469717,37725.52050947484,37775.7083469717,762729
29,37797.19409443026,37811.55973431435,37751.89193958364,37799.734083473595,813197
30,37808.04119882372,37910.74168824043,37759.46523997287,37825.00277735352,101561
31,37806.59819699287,37842.804821340855,37793.619955648835,37794.49799007201,818985
32,37696.9420801253,37719.85470120413,37661.362192824854,37661.362192824854,710058
33,37757.585133137625,37760.94309672295,37689.19968987303,37689.19968987303,433895
34,37850.36182175878,37881.61785050655,37813.943841811524,37881.61785050655,431167
35,37715.29385967543,37775.76722852761,37602.84570619133,37737.91916599718,921350
36,37825.928328057744,37881.78054048059,37774.136166424105,37846.4408237767,595077
37,37880.186149369496,37973.11727896533,37851.943199447676,37904.06204532386,219007
38,37991.947468840954,38034.50934266927,37977.9005949988,38001.60493177845,336328
39,37976.14018623182,37998.51190595999,37930.42231608501,37986.51580718025,652129
40,38014.49136352131,38095.4920039534,37936.93472948237,37936.93472948237,592174
41,38166.86920586081,38187.07951608405,38160.19337287516,38167.34621505294,140210
42,38162.15291968401,38196.32108688865,38136.46728438938,38196.32108688865,594628
43,38140.97876747824,38211.97275821103,38125.005118696776,38211.97275821103,379106
44,37950.81722819816,38024.247713128214,37929.193678358075,37929.193678358075,438755
45,37985.85564961956,38051.470250394945,37953.38154631091,38024.696457100676,429283
46,37929.2919334355,37983.83368871389,37892.549778921195,37900.76035955535,481749
47,37789.80447861857,37859.07482070085,37696.28778637575,37804.544471207984,717819
48,37844.14127488186,37881.007696300476,37752.69867663579,37835.600299582766,414815
49,37755.46885567829,37755.72412632914,37674.678930601316,37674.678930601316,528683
